site_id,date,actual_output,target_output,backlog,loss_rain,loss_downtime,loss_backlog,loss_blast,loss_total
balaghat,2025-10-07,877.3,1056.0,1.29026,0.07768,0.05647,0.02581,0.0,0.15996
balaghat,2025-10-08,862.2,1056.0,1.26595,0.00702,0.13285,0.02532,0.0,0.16519
balaghat,2025-10-09,940.1,1056.0,1.25959,0.0046,0.12287,0.02519,0.0,0.15266
balaghat,2025-10-10,898.8,1056.0,1.1804,0.0032,0.13123,0.02361,0.0,0.15804
balaghat,2025-10-11,867.4,1056.0,1.15217,0.00262,0.1,0.02304,0.0,0.12566
balaghat,2025-10-12,907.4,1056.0,1.15792,0.0008,0.1,0.02316,0.0,0.12396
balaghat,2025-10-13,903.9,1056.0,1.12493,0.0,0.07491,0.0225,0.06,0.15741
balaghat,2025-10-14,917.5,1056.0,1.10019,0.0,0.0,0.022,0.12,0.142
balaghat,2025-10-15,821.3,1056.0,1.06636,0.0,0.04853,0.02133,0.18,0.24986
balaghat,2025-10-16,742.4,1056.0,1.12862,0.0,0.1,0.02257,0.18,0.30257
balaghat,2025-10-17,778.7,1056.0,1.25628,0.0,0.05178,0.02513,0.18,0.25691
balaghat,2025-10-18,881.6,1056.0,1.33042,0.0,0.01415,0.02661,0.12,0.16076
balaghat,2025-10-19,895.8,1056.0,1.29602,0.0,0.07314,0.02592,0.06,0.15906
balaghat,2025-10-20,895.2,1056.0,1.25332,0.0,0.08082,0.02507,0.06,0.16589
balaghat,2025-10-21,853.2,1056.0,1.2176,0.0,0.03186,0.02435,0.12,0.17622
balaghat,2025-10-22,831.8,1056.0,1.227,0.0,0.0,0.02454,0.18,0.20454
balaghat,2025-10-23,853.8,1056.0,1.25526,0.0,0.0,0.02511,0.18,0.20511
balaghat,2025-10-24,843.0,1056.0,1.2585,0.0,0.0,0.02517,0.18,0.20517
balaghat,2025-10-25,899.6,1056.0,1.27146,0.0,0.0,0.02543,0.12,0.14543
balaghat,2025-10-26,985.0,1056.0,1.22886,0.0,0.0056,0.02458,0.06,0.09018
balaghat,2025-10-27,974.4,1056.0,1.1118,0.00104,0.033,0.02224,0.0,0.05628
balaghat,2025-10-28,916.0,1056.0,1.02229,0.00052,0.12706,0.02045,0.0,0.14802
balaghat,2025-10-29,941.1,1056.0,1.00152,0.0,0.12033,0.02003,0.0,0.14036
balaghat,2025-10-30,915.5,1056.0,0.9601,0.02968,0.084,0.0192,0.0,0.13288
balaghat,2025-10-31,1011.2,1056.0,0.94915,0.01484,0.00604,0.01898,0.0,0.03986
balaghat,2025-11-01,972.0,1056.0,0.84924,0.0,0.03241,0.01698,0.0,0.04939
balaghat,2025-11-02,934.6,1056.0,0.8014,0.0,0.08909,0.01603,0.0,0.10512
balaghat,2025-11-03,999.6,1056.0,0.79615,0.0,0.01828,0.01592,0.0,0.03421
balaghat,2025-11-04,1071.8,1056.0,0.7301,0.0,0.0,0.0146,0.0,0.0146
balaghat,2025-11-05,1035.1,1056.0,0.60563,0.0,0.0,0.01211,0.0,0.01211
balaghat,2025-11-06,1035.8,1056.0,0.53462,0.0,0.0,0.01069,0.0,0.01069
balaghat,2025-11-07,1014.5,1056.0,0.47357,0.0,0.0,0.00947,0.06,0.06947
balaghat,2025-11-08,917.8,1056.0,0.44183,0.0,0.0,0.00884,0.12,0.12884
balaghat,2025-11-09,933.8,1056.0,0.50641,0.0,0.0,0.01013,0.12,0.13013
balaghat,2025-11-10,902.8,1056.0,0.54617,0.0,0.00487,0.01092,0.12,0.13579
balaghat,2025-11-11,927.0,1056.0,0.60935,0.0,0.0,0.01219,0.12,0.13219
balaghat,2025-11-12,964.8,1056.0,0.64007,0.0,0.00876,0.0128,0.06,0.08156
balaghat,2025-11-13,1082.9,1056.0,0.63047,0.0,0.0,0.01261,0.0,0.01261
balaghat,2025-11-14,1035.0,1056.0,0.51041,0.0,0.01643,0.01021,0.0,0.02664
balaghat,2025-11-15,912.8,1056.0,0.45372,0.0,0.08856,0.00907,0.0,0.09763
balaghat,2025-11-16,925.7,1056.0,0.5213,0.0,0.1,0.01043,0.0,0.11043
balaghat,2025-11-17,986.3,1056.0,0.56653,0.0,0.01783,0.01133,0.0,0.02916
balaghat,2025-11-18,1061.3,1056.0,0.54751,0.0,0.0,0.01095,0.0,0.01095
balaghat,2025-11-19,1071.0,1056.0,0.46032,0.0,0.0,0.00921,0.0,0.00921
balaghat,2025-11-20,1039.9,1056.0,0.37711,0.0,0.01528,0.00754,0.0,0.02282
balaghat,2025-11-21,981.0,1056.0,0.33582,0.0,0.05,0.00672,0.0,0.05672
balaghat,2025-11-22,970.3,1056.0,0.35646,0.0042,0.03728,0.00713,0.0,0.04861
balaghat,2025-11-23,1034.5,1056.0,0.38411,0.01134,0.0,0.00768,0.0,0.01902
balaghat,2025-11-24,896.1,1056.0,0.34688,0.00542,0.06179,0.00694,0.06,0.13415
balaghat,2025-11-25,914.3,1056.0,0.44631,0.00464,0.02408,0.00893,0.12,0.15765
balaghat,2025-11-26,842.8,1056.0,0.51351,0.0022,0.0,0.01027,0.18,0.19247
balaghat,2025-11-27,788.1,1056.0,0.6384,0.01104,0.0,0.01277,0.24,0.26381
balaghat,2025-11-28,702.2,1056.0,0.79636,0.0055,0.06387,0.01593,0.24,0.3253
balaghat,2025-11-29,798.8,1056.0,1.01191,0.0,0.06732,0.02024,0.18,0.26756
balaghat,2025-11-30,859.3,1056.0,1.10365,0.00584,0.01279,0.02207,0.12,0.1607
balaghat,2025-12-01,955.5,1056.0,1.12438,0.00292,0.0,0.02249,0.06,0.08541
balaghat,2025-12-02,1044.5,1056.0,1.05087,0.0,0.00675,0.02102,0.0,0.02777
balaghat,2025-12-03,1072.5,1056.0,0.90408,0.0,0.01491,0.01808,0.0,0.03299
balaghat,2025-12-04,995.4,1056.0,0.75284,0.0,0.0,0.01506,0.0,0.01506
balaghat,2025-12-05,1001.6,1056.0,0.69726,0.0,0.0,0.01395,0.0,0.01395
balaghat,2025-12-06,1018.9,1056.0,0.64423,0.0086,0.02706,0.01288,0.0,0.04854
balaghat,2025-12-07,1088.4,1056.0,0.58272,0.0043,0.0,0.01165,0.0,0.01595
balaghat,2025-12-08,1067.8,1056.0,0.46463,0.00436,0.0,0.00929,0.0,0.01365
balaghat,2025-12-09,1068.1,1056.0,0.38373,0.00218,0.0,0.00767,0.0,0.00985
balaghat,2025-12-10,1004.7,1056.0,0.31475,0.00296,0.00783,0.00629,0.0,0.01708
balaghat,2025-12-11,1056.0,1056.0,0.31608,0.00148,0.0,0.00632,0.0,0.0078
balaghat,2025-12-12,1058.9,1056.0,0.26867,0.0,0.00707,0.00537,0.0,0.01244
balaghat,2025-12-13,1057.9,1056.0,0.22567,0.0,0.0,0.00451,0.0,0.00451
balaghat,2025-12-14,1061.4,1056.0,0.18998,0.0,0.0002,0.0038,0.0,0.004
balaghat,2025-12-15,1036.1,1056.0,0.15639,0.0,0.03738,0.00313,0.0,0.04051
balaghat,2025-12-16,968.1,1056.0,0.15174,0.0,0.00794,0.00303,0.0,0.01097
balaghat,2025-12-17,927.8,1056.0,0.2122,0.0,0.0,0.00424,0.06,0.06424
balaghat,2025-12-18,890.0,1056.0,0.30181,0.0,0.0,0.00604,0.12,0.12604
balaghat,2025-12-19,922.9,1056.0,0.41376,0.0,0.0,0.00828,0.12,0.12828
balaghat,2025-12-20,874.0,1056.0,0.47771,0.0,0.03301,0.00955,0.12,0.16256
balaghat,2025-12-21,763.0,1056.0,0.5784,0.0,0.11574,0.01157,0.12,0.24731
balaghat,2025-12-22,903.8,1056.0,0.76906,0.00108,0.10729,0.01538,0.06,0.18376
balaghat,2025-12-23,920.2,1056.0,0.79779,0.00054,0.10664,0.01596,0.0,0.12314
balaghat,2025-12-24,938.9,1056.0,0.80672,0.0,0.1,0.01613,0.0,0.11613
balaghat,2025-12-25,959.7,1056.0,0.79664,0.0,0.1,0.01593,0.0,0.11593
balaghat,2025-12-26,1081.4,1056.0,0.7683,0.0,0.02205,0.01537,0.0,0.03742
balaghat,2025-12-27,935.4,1056.0,0.62897,0.0,0.1,0.01258,0.0,0.11258
balaghat,2025-12-28,1006.1,1056.0,0.64878,0.0,0.03959,0.01298,0.0,0.05256
balaghat,2025-12-29,983.8,1056.0,0.59876,0.0,0.02028,0.01198,0.0,0.03225
balaghat,2025-12-30,1041.2,1056.0,0.57736,0.00108,0.0,0.01155,0.0,0.01263
balaghat,2025-12-31,933.3,1056.0,0.50479,0.00054,0.07083,0.0101,0.0,0.08146
balaghat,2026-01-01,943.8,1056.0,0.54527,0.0,0.083,0.01091,0.0,0.09391
balaghat,2026-01-02,1037.3,1056.0,0.56972,0.0,0.02824,0.01139,0.0,0.03963
balaghat,2026-01-03,949.2,1056.0,0.50194,0.00068,0.1,0.01004,0.0,0.11072
balaghat,2026-01-04,1004.7,1056.0,0.52782,0.00822,0.05611,0.01056,0.0,0.07489
balaghat,2026-01-05,985.0,1056.0,0.49725,0.00394,0.06032,0.00994,0.0,0.07421
balaghat,2026-01-06,991.5,1056.0,0.48989,0.0,0.083,0.0098,0.0,0.0928
balaghat,2026-01-07,853.8,1056.0,0.47748,0.0,0.09736,0.00955,0.06,0.16691
balaghat,2026-01-08,753.7,1056.0,0.59732,0.02152,0.15793,0.01195,0.12,0.31139
balaghat,2026-01-09,743.4,1056.0,0.79398,0.01076,0.07714,0.01588,0.18,0.28378
balaghat,2026-01-10,793.3,1056.0,0.97095,0.0,0.04078,0.01942,0.18,0.2402
balaghat,2026-01-11,783.0,1056.0,1.07412,0.0,0.05,0.02148,0.18,0.25148
balaghat,2026-01-12,864.7,1056.0,1.17151,0.01612,0.06426,0.02343,0.12,0.22381
balaghat,2026-01-13,932.9,1056.0,1.17694,0.00806,0.00453,0.02354,0.06,0.09613
balaghat,2026-01-14,989.5,1056.0,1.11701,0.0,0.05394,0.02234,0.0,0.07628
balaghat,2026-01-15,1047.6,1056.0,1.01241,0.0,0.0,0.02025,0.0,0.02025
balaghat,2026-01-16,1033.2,1056.0,0.86849,0.0,0.00706,0.01737,0.0,0.02443
balaghat,2026-01-17,1015.3,1056.0,0.75981,0.0,0.0,0.0152,0.0,0.0152
balaghat,2026-01-18,995.0,1056.0,0.68439,0.01056,0.0,0.01369,0.0,0.02425
balaghat,2026-01-19,1001.1,1056.0,0.63953,0.00528,0.0,0.01279,0.0,0.01807
balaghat,2026-01-20,1077.4,1056.0,0.59561,0.0,0.0,0.01191,0.0,0.01191
balaghat,2026-01-21,981.0,1056.0,0.48596,0.0,0.03874,0.00972,0.0,0.04846
balaghat,2026-01-22,906.0,1056.0,0.48411,0.0,0.1,0.00968,0.0,0.10968
balaghat,2026-01-23,1072.6,1056.0,0.55356,0.0,0.00148,0.01107,0.0,0.01256
balaghat,2026-01-24,1065.6,1056.0,0.45482,0.0,0.0,0.0091,0.0,0.0091
balaghat,2026-01-25,1046.8,1056.0,0.37747,0.0,0.0,0.00755,0.0,0.00755
balaghat,2026-01-26,1019.0,1056.0,0.32952,0.0,0.01278,0.00659,0.0,0.01937
balaghat,2026-01-27,963.1,1056.0,0.31514,0.0,0.0,0.0063,0.0,0.0063
balaghat,2026-01-28,1023.7,1056.0,0.35589,0.0,0.0,0.00712,0.0,0.00712
balaghat,2026-01-29,1008.2,1056.0,0.33308,0.02028,0.01314,0.00666,0.0,0.04009
balaghat,2026-01-30,1004.6,1056.0,0.32842,0.01014,0.0,0.00657,0.0,0.01671
balaghat,2026-01-31,987.8,1056.0,0.32786,0.0,0.02666,0.00656,0.0,0.03321
balaghat,2026-02-01,1092.9,1056.0,0.3433,0.0,0.01799,0.00687,0.0,0.02486
balaghat,2026-02-02,913.3,1056.0,0.25685,0.0,0.083,0.00514,0.0,0.08814
balaghat,2026-02-03,936.6,1056.0,0.35346,0.0,0.11343,0.00707,0.0,0.1205
balaghat,2026-02-04,914.6,1056.0,0.41351,0.0,0.10388,0.00827,0.0,0.11215
balaghat,2026-02-05,921.1,1056.0,0.4854,0.0,0.12251,0.00971,0.0,0.13222
balaghat,2026-02-06,836.1,1056.0,0.54031,0.0,0.167,0.01081,0.0,0.17781
balaghat,2026-02-07,964.5,1056.0,0.66752,0.0,0.10438,0.01335,0.0,0.11773
balaghat,2026-02-08,993.6,1056.0,0.654,0.0,0.03579,0.01308,0.0,0.04887
balaghat,2026-02-09,1095.8,1056.0,0.61499,0.0,0.0,0.0123,0.0,0.0123
balaghat,2026-02-10,1088.0,1056.0,0.48507,0.0,0.0,0.0097,0.0,0.0097
balaghat,2026-02-11,986.3,1056.0,0.38205,0.0,0.03146,0.00764,0.0,0.0391
balaghat,2026-02-12,953.9,1056.0,0.39077,0.0,0.0,0.00782,0.06,0.06782
balaghat,2026-02-13,883.4,1056.0,0.42884,0.0,0.0,0.00858,0.12,0.12858
balaghat,2026-02-14,828.6,1056.0,0.528,0.0,0.0,0.01056,0.18,0.19056
balaghat,2026-02-15,846.8,1056.0,0.66412,0.0,0.03286,0.01328,0.18,0.22614
balaghat,2026-02-16,827.8,1056.0,0.7626,0.0,0.0569,0.01525,0.18,0.25215
balaghat,2026-02-17,818.4,1056.0,0.86431,0.0,0.07316,0.01729,0.12,0.21045
balaghat,2026-02-18,915.0,1056.0,0.95969,0.0,0.08132,0.01919,0.06,0.16052
balaghat,2026-02-19,1003.8,1056.0,0.94929,0.0,0.02839,0.01899,0.0,0.04737
balaghat,2026-02-20,1004.8,1056.0,0.85632,0.0,0.02295,0.01713,0.0,0.04008
balaghat,2026-02-21,1011.1,1056.0,0.77639,0.0,0.02221,0.01553,0.0,0.03774
balaghat,2026-02-22,1029.3,1056.0,0.70249,0.0004,0.033,0.01405,0.0,0.04745
balaghat,2026-02-23,946.7,1056.0,0.62244,0.0002,0.03262,0.01245,0.0,0.04527
balaghat,2026-02-24,929.8,1056.0,0.63254,0.06184,0.03472,0.01265,0.0,0.10921
balaghat,2026-02-25,990.3,1056.0,0.65721,0.03092,0.0,0.01314,0.0,0.04406
balaghat,2026-02-26,1047.4,1056.0,0.62087,0.0,0.01912,0.01242,0.0,0.03154
balaghat,2026-02-27,978.1,1056.0,0.53593,0.0,0.083,0.01072,0.0,0.09372
balaghat,2026-02-28,1060.5,1056.0,0.5293,0.0,0.01447,0.01059,0.0,0.02505
balaghat,2026-03-01,982.7,1056.0,0.44564,0.0,0.07784,0.00891,0.0,0.08675
balaghat,2026-03-02,987.9,1056.0,0.44821,0.0,0.06527,0.00896,0.0,0.07424
balaghat,2026-03-03,993.0,1056.0,0.4455,0.0,0.02674,0.00891,0.0,0.03565
balaghat,2026-03-04,1054.8,1056.0,0.4383,0.0,0.0,0.00877,0.0,0.00877
balaghat,2026-03-05,1036.3,1056.0,0.37369,0.0,0.0,0.00747,0.0,0.00747
balaghat,2026-03-06,1032.0,1056.0,0.33632,0.00016,8e-05,0.00673,0.0,0.00697
balaghat,2026-03-07,915.1,1056.0,0.30864,8e-05,0.06488,0.00617,0.0,0.07114
balaghat,2026-03-08,1073.8,1056.0,0.39576,0.0,0.00713,0.00792,0.0,0.01505
balaghat,2026-03-09,1014.6,1056.0,0.3195,0.0,0.00375,0.00639,0.0,0.01014
balaghat,2026-03-10,977.6,1056.0,0.31077,0.0,0.067,0.00622,0.0,0.07322
balaghat,2026-03-11,1084.2,1056.0,0.33839,0.0,0.0219,0.00677,0.0,0.02867
balaghat,2026-03-12,1032.7,1056.0,0.26097,0.0,0.04277,0.00522,0.0,0.04799
balaghat,2026-03-13,906.8,1056.0,0.24388,0.0,0.064,0.00488,0.06,0.12888
balaghat,2026-03-14,886.8,1056.0,0.34855,0.0,0.09214,0.00697,0.12,0.21911
balaghat,2026-03-15,817.2,1056.0,0.45651,0.00148,0.11921,0.00913,0.12,0.24982
balaghat,2026-03-16,819.9,1056.0,0.61421,0.00074,0.07048,0.01228,0.12,0.2035
balaghat,2026-03-17,892.6,1056.0,0.74566,0.00712,0.001,0.01491,0.12,0.14303
balaghat,2026-03-18,887.3,1056.0,0.78856,0.06992,0.03977,0.01577,0.06,0.18546
balaghat,2026-03-19,954.7,1056.0,0.83006,0.04266,0.05922,0.0166,0.0,0.11848
balaghat,2026-03-20,930.3,1056.0,0.80152,0.01382,0.1,0.01603,0.0,0.12985
balaghat,2026-03-21,924.1,1056.0,0.80028,0.0091,0.067,0.01601,0.0,0.0921
balaghat,2026-03-22,994.9,1056.0,0.80519,0.00228,0.03694,0.0161,0.0,0.05532
balaghat,2026-03-23,1067.2,1056.0,0.74227,0.0,0.0,0.01485,0.0,0.01485
balaghat,2026-03-24,1035.9,1056.0,0.62035,0.0,0.05999,0.01241,0.0,0.07239
balaghat,2026-03-25,1048.6,1056.0,0.54636,0.00116,0.0,0.01093,0.0,0.01209
balaghat,2026-03-26,1039.5,1056.0,0.47137,0.00058,0.0,0.00943,0.0,0.01001
balaghat,2026-03-27,1040.0,1056.0,0.41629,0.00056,0.0,0.00833,0.0,0.00889
balaghat,2026-03-28,1064.4,1056.0,0.36895,0.00028,0.0,0.00738,0.0,0.00766
balaghat,2026-03-29,991.1,1056.0,0.30569,0.0014,0.0,0.00611,0.0,0.00751
balaghat,2026-03-30,966.1,1056.0,0.32129,0.0007,0.06698,0.00643,0.0,0.07411
balaghat,2026-03-31,957.4,1056.0,0.35828,0.0,0.083,0.00717,0.0,0.09017
balaghat,2026-04-01,920.2,1056.0,0.39793,0.0,0.1301,0.00796,0.0,0.13806
balaghat,2026-04-02,877.2,1056.0,0.46682,0.10076,0.0577,0.00934,0.0,0.1678
balaghat,2026-04-03,983.7,1056.0,0.56611,0.05038,0.0,0.01132,0.0,0.0617
balaghat,2026-04-04,1001.5,1056.0,0.5497,0.02624,0.0,0.01099,0.0,0.03723
balaghat,2026-04-05,1033.7,1056.0,0.51884,0.01312,0.0,0.01038,0.0,0.0235
balaghat,2026-04-06,1002.6,1056.0,0.46213,0.0,0.0563,0.00924,0.0,0.06554
balaghat,2026-04-07,987.4,1056.0,0.44337,0.0,0.067,0.00887,0.0,0.07587
balaghat,2026-04-08,1005.2,1056.0,0.44186,0.0,0.067,0.00884,0.0,0.07584
balaghat,2026-04-09,962.3,1056.0,0.42371,0.0,0.06875,0.00847,0.0,0.07722
balaghat,2026-04-10,892.6,1056.0,0.44884,0.0,0.16126,0.00898,0.0,0.17024
balaghat,2026-04-11,835.4,1056.0,0.53625,0.0,0.16034,0.01073,0.0,0.17107
balaghat,2026-04-12,888.7,1056.0,0.66468,0.0,0.13689,0.01329,0.0,0.15019
balaghat,2026-04-13,851.3,1056.0,0.72337,0.0,0.21269,0.01447,0.0,0.22716
balaghat,2026-04-14,770.5,1056.0,0.80873,0.0,0.23441,0.01617,0.0,0.25058
balaghat,2026-04-15,835.6,1056.0,0.9578,0.0,0.20619,0.01916,0.0,0.22535
balaghat,2026-04-16,885.7,1056.0,1.02284,0.0,0.12487,0.02046,0.0,0.14533
balaghat,2026-04-17,924.9,1056.0,1.03069,0.0,0.10718,0.02061,0.0,0.1278
balaghat,2026-04-18,953.6,1056.0,1.00024,0.0,0.03345,0.02,0.0,0.05345
balaghat,2026-04-19,995.0,1056.0,0.94713,0.0,0.02646,0.01894,0.06,0.1054
balaghat,2026-04-20,943.3,1056.0,0.86279,0.0,0.00852,0.01726,0.12,0.14578
balaghat,2026-04-21,804.7,1056.0,0.84005,0.0,0.02463,0.0168,0.18,0.22143
balaghat,2026-04-22,673.8,1056.0,0.95199,0.0,0.083,0.01904,0.24,0.34204
balaghat,2026-04-23,619.5,1056.0,1.17116,0.0,0.12032,0.02342,0.24,0.38375
balaghat,2026-04-24,699.9,1056.0,1.40884,0.0,0.13392,0.02818,0.18,0.34209
balaghat,2026-04-25,814.7,1056.0,1.53477,0.0,0.083,0.0307,0.12,0.2337
balaghat,2026-04-26,823.5,1056.0,1.53303,0.0,0.14337,0.03066,0.06,0.23403
balaghat,2026-04-27,812.0,1056.0,1.52326,0.0,0.21123,0.03047,0.0,0.24169
balaghat,2026-04-28,801.1,1056.0,1.52581,0.0,0.18847,0.03052,0.0,0.21899
balaghat,2026-04-29,914.0,1056.0,1.53835,0.0,0.13153,0.03077,0.0,0.16229
balaghat,2026-04-30,1008.6,1056.0,1.44209,0.0,0.05979,0.02884,0.0,0.08863
balaghat,2026-05-01,894.2,1056.0,1.2707,0.0,0.12067,0.02541,0.0,0.14608
balaghat,2026-05-02,857.1,1056.0,1.23335,0.0,0.14987,0.02467,0.0,0.17454
balaghat,2026-05-03,890.4,1056.0,1.23672,0.00196,0.12523,0.02473,0.0,0.15193
balaghat,2026-05-04,957.2,1056.0,1.208,0.00098,0.05851,0.02416,0.0,0.08365
balaghat,2026-05-05,970.3,1056.0,1.12034,4e-05,0.083,0.02241,0.0,0.10545
balaghat,2026-05-06,965.6,1056.0,1.03347,0.00366,0.08632,0.02067,0.0,0.11065
balaghat,2026-05-07,1030.2,1056.0,0.9641,0.00182,0.02201,0.01928,0.0,0.04312
balaghat,2026-05-08,1029.5,1056.0,0.8439,0.0,0.0,0.01688,0.0,0.01688
balaghat,2026-05-09,1005.7,1056.0,0.74245,0.0,0.03506,0.01485,0.0,0.04991
balaghat,2026-05-10,1058.9,1056.0,0.67876,0.0,0.01432,0.01358,0.0,0.0279
balaghat,2026-05-11,1064.5,1056.0,0.57423,0.0,0.0,0.01148,0.0,0.01148
balaghat,2026-05-12,1053.5,1056.0,0.48008,0.0,0.0,0.0096,0.0,0.0096
balaghat,2026-05-13,1059.2,1056.0,0.41045,0.0,0.0,0.00821,0.0,0.00821
balaghat,2026-05-14,1084.9,1056.0,0.34583,0.00072,0.0,0.00692,0.0,0.00764
balaghat,2026-05-15,1026.6,1056.0,0.26658,0.00036,0.01216,0.00533,0.0,0.01786
balaghat,2026-05-16,979.7,1056.0,0.25444,0.00572,0.033,0.00509,0.0,0.04381
balaghat,2026-05-17,1007.9,1056.0,0.28853,0.01926,0.01131,0.00577,0.0,0.03634
balaghat,2026-05-18,1082.8,1056.0,0.29081,0.0082,0.01666,0.00582,0.0,0.03068
balaghat,2026-05-19,993.1,1056.0,0.22185,0.0,0.033,0.00444,0.0,0.03744
balaghat,2026-05-20,987.1,1056.0,0.24818,0.00108,0.09313,0.00496,0.0,0.09917
balaghat,2026-05-21,929.5,1056.0,0.27623,0.00054,0.08448,0.00552,0.0,0.09054
balaghat,2026-05-22,979.6,1056.0,0.35456,0.0,0.067,0.00709,0.0,0.07409
balaghat,2026-05-23,954.6,1056.0,0.37373,0.0,0.10707,0.00747,0.0,0.11455
balaghat,2026-05-24,941.8,1056.0,0.41369,0.0,0.09047,0.00827,0.0,0.09874
balaghat,2026-05-25,957.5,1056.0,0.45977,0.0,0.06727,0.0092,0.0,0.07646
balaghat,2026-05-26,1006.1,1056.0,0.48408,0.0,0.05,0.00968,0.0,0.05968
balaghat,2026-05-27,908.4,1056.0,0.45868,0.0,0.10369,0.00917,0.0,0.11287
balaghat,2026-05-28,936.0,1056.0,0.52964,0.0,0.13179,0.01059,0.0,0.14238
balaghat,2026-05-29,905.1,1056.0,0.56383,0.0,0.117,0.01128,0.0,0.12828
balaghat,2026-05-30,941.2,1056.0,0.62219,0.0,0.10992,0.01244,0.0,0.12237
balaghat,2026-05-31,920.1,1056.0,0.63757,0.08016,0.0209,0.01275,0.0,0.11382
balaghat,2026-06-01,996.7,1056.0,0.67062,0.04008,0.0,0.01341,0.0,0.05349
balaghat,2026-06-02,1036.2,1056.0,0.62614,0.00288,0.0,0.01252,0.0,0.0154
balaghat,2026-06-03,1074.4,1056.0,0.55096,0.00144,0.0,0.01102,0.0,0.01246
balaghat,2026-06-04,1047.5,1056.0,0.45085,0.00872,0.00822,0.00902,0.0,0.02595
balaghat,2026-06-05,998.2,1056.0,0.39124,0.01388,0.0,0.00782,0.0,0.0217
balaghat,2026-06-06,939.4,1056.0,0.38729,0.0434,0.0197,0.00775,0.0,0.07084
balaghat,2026-06-07,901.4,1056.0,0.43957,0.01932,0.0877,0.00879,0.0,0.11581
balaghat,2026-06-08,869.5,1056.0,0.52006,0.0,0.14563,0.0104,0.0,0.15603
balaghat,2026-06-09,910.3,1056.0,0.6187,0.0,0.15241,0.01237,0.0,0.16478
balaghat,2026-06-10,1047.7,1056.0,0.66383,0.0,0.0,0.01328,0.0,0.01328
balaghat,2026-06-11,1078.8,1056.0,0.57214,0.0,0.0,0.01144,0.0,0.01144
balaghat,2026-06-12,1022.0,1056.0,0.46469,0.0,0.0,0.00929,0.0,0.00929
balaghat,2026-06-13,989.5,1056.0,0.42721,0.0,0.04697,0.00854,0.0,0.05551
balaghat,2026-06-14,905.2,1056.0,0.42613,0.0,0.12312,0.00852,0.0,0.13165
balaghat,2026-06-15,876.4,1056.0,0.50499,0.0,0.11997,0.0101,0.0,0.13007
balaghat,2026-06-16,1043.8,1056.0,0.59928,0.0,0.03443,0.01199,0.0,0.04641
balaghat,2026-06-17,968.2,1056.0,0.52089,0.0,0.04226,0.01042,0.0,0.05268
balaghat,2026-06-18,996.6,1056.0,0.52594,0.00868,0.00089,0.01052,0.0,0.02009
balaghat,2026-06-19,1015.6,1056.0,0.50329,0.0071,0.0299,0.01007,0.0,0.04706
balaghat,2026-06-20,983.6,1056.0,0.46604,0.05482,0.03271,0.00932,0.0,0.09685
balaghat,2026-06-21,1042.9,1056.0,0.46471,0.02672,0.0,0.00929,0.0,0.03601
balaghat,2026-06-22,1063.9,1056.0,0.40738,0.0,0.0,0.00815,0.0,0.00815
balaghat,2026-06-23,1039.4,1056.0,0.33883,0.02716,0.0251,0.00678,0.0,0.05903
balaghat,2026-06-24,883.9,1056.0,0.30374,0.04478,0.09708,0.00607,0.0,0.14793
balaghat,2026-06-25,979.0,1056.0,0.42112,0.0156,0.0,0.00842,0.0,0.02402
balaghat,2026-06-26,944.0,1056.0,0.43087,0.10476,0.00749,0.00862,0.0,0.12087
balaghat,2026-06-27,877.4,1056.0,0.47232,0.10366,0.04743,0.00945,0.0,0.16054
balaghat,2026-06-28,922.4,1056.0,0.57063,0.08988,0.0417,0.01141,0.0,0.143
balaghat,2026-06-29,1025.0,1056.0,0.61158,0.07012,0.0,0.01223,0.0,0.08235
balaghat,2026-06-30,941.9,1056.0,0.54924,0.1252,0.0,0.01098,0.0,0.13618
balaghat,2026-07-01,925.2,1056.0,0.57492,0.10046,0.02111,0.0115,0.0,0.13306
balaghat,2026-07-02,925.0,1056.0,0.61255,0.07668,0.02069,0.01225,0.0,0.10963
balaghat,2026-07-03,944.6,1056.0,0.64475,0.11114,0.01071,0.01289,0.0,0.13475
balaghat,2026-07-04,953.8,1056.0,0.65355,0.11232,0.0,0.01307,0.0,0.12539
balaghat,2026-07-05,825.6,1056.0,0.65229,0.10688,0.05738,0.01305,0.06,0.23731
balaghat,2026-07-06,680.8,1056.0,0.7726,0.12434,0.10109,0.01545,0.12,0.36088
balaghat,2026-07-07,489.1,1056.0,1.01204,0.3242,0.0,0.02024,0.18,0.52444
balaghat,2026-07-08,652.3,1056.0,1.39709,0.18,0.0,0.02794,0.18,0.38794
balaghat,2026-07-09,752.8,1056.0,1.56982,0.08,0.02264,0.0314,0.18,0.31404
balaghat,2026-07-10,713.0,1056.0,1.62146,0.0318,0.067,0.03243,0.18,0.31123
balaghat,2026-07-11,703.6,1056.0,1.70306,0.0159,0.11697,0.03406,0.18,0.34693
balaghat,2026-07-12,711.2,1056.0,1.78135,0.0,0.15,0.03563,0.18,0.36563
balaghat,2026-07-13,755.1,1056.0,1.8407,0.0,0.08338,0.03681,0.18,0.30019
balaghat,2026-07-14,745.5,1056.0,1.84954,0.0,0.09073,0.03699,0.18,0.30772
balaghat,2026-07-15,895.8,1056.0,1.86611,0.0,0.0,0.03732,0.12,0.15732
balaghat,2026-07-16,979.0,1056.0,1.7379,0.0,0.0,0.03476,0.06,0.09476
