site_id,date,rainfall_mm,rainfall_source,soil_moisture_m3m3,soil_moisture_source,lst_day_c,lst_source,ndvi,ndvi_age_days,ndvi_source
balaghat,2025-08-31,55.02,CHIRPS,0.3597,SMAP_L4,,,0.6021,0,S2_median_10d
balaghat,2025-09-01,23.29,CHIRPS,0.3704,SMAP_L4,,,0.6021,0,S2_median_10d
balaghat,2025-09-02,29.86,CHIRPS,0.3760,SMAP_L4,,,0.6021,0,S2_median_10d
balaghat,2025-09-03,0.10,CHIRPS,0.3734,SMAP_L4,,,0.6021,0,S2_median_10d
balaghat,2025-09-04,16.83,CHIRPS,0.3610,SMAP_L4,,,0.6021,0,S2_median_10d
balaghat,2025-09-05,0.00,CHIRPS,0.3538,SMAP_L4,,,0.6021,0,S2_median_10d
balaghat,2025-09-06,3.78,CHIRPS,0.3546,SMAP_L4,,,0.6021,0,S2_median_10d
balaghat,2025-09-07,12.31,CHIRPS,0.3501,SMAP_L4,,,0.6021,0,S2_median_10d
balaghat,2025-09-08,6.54,CHIRPS,0.3597,SMAP_L4,,,,,
balaghat,2025-09-09,2.11,CHIRPS,0.3583,SMAP_L4,26.05,MODIS_MOD11A1,,,
balaghat,2025-09-10,7.37,CHIRPS,0.3568,SMAP_L4,,,,,
balaghat,2025-09-11,31.17,CHIRPS,0.3547,SMAP_L4,,,,,
balaghat,2025-09-12,15.26,CHIRPS,0.3718,SMAP_L4,,,,,
balaghat,2025-09-13,6.05,CHIRPS,0.3598,SMAP_L4,,,,,
balaghat,2025-09-14,5.27,CHIRPS,0.3448,SMAP_L4,,,,,
balaghat,2025-09-15,13.78,CHIRPS,0.3555,SMAP_L4,,,,,
balaghat,2025-09-16,1.01,CHIRPS,0.3671,SMAP_L4,,,,,
balaghat,2025-09-17,12.66,CHIRPS,0.3532,SMAP_L4,,,,,
balaghat,2025-09-18,0.00,CHIRPS,0.3489,SMAP_L4,,,0.6846,0,S2_median_10d
balaghat,2025-09-19,0.00,CHIRPS,0.3344,SMAP_L4,25.90,MODIS_MOD11A1,0.6846,0,S2_median_10d
balaghat,2025-09-20,35.50,CHIRPS,0.3458,SMAP_L4,,,0.6846,0,S2_median_10d
balaghat,2025-09-21,9.62,CHIRPS,0.3497,SMAP_L4,,,0.6846,0,S2_median_10d
balaghat,2025-09-22,1.09,CHIRPS,0.3272,SMAP_L4,24.85,MODIS_MOD11A1,0.6846,0,S2_median_10d
balaghat,2025-09-23,0.00,CHIRPS,0.3118,SMAP_L4,,,0.6846,0,S2_median_10d
balaghat,2025-09-24,1.96,CHIRPS,0.3263,SMAP_L4,,,0.6846,0,S2_median_10d
balaghat,2025-09-25,27.16,CHIRPS,0.3518,SMAP_L4,,,0.6846,0,S2_median_10d
balaghat,2025-09-26,37.31,CHIRPS,0.3623,SMAP_L4,,,0.6846,0,S2_median_10d
balaghat,2025-09-27,4.07,CHIRPS,0.3642,SMAP_L4,,,0.6846,0,S2_median_10d
balaghat,2025-09-28,2.94,CHIRPS,0.3513,SMAP_L4,,,0.6248,0,S2_median_10d
balaghat,2025-09-29,0.00,CHIRPS,0.3390,SMAP_L4,,,0.6248,0,S2_median_10d
balaghat,2025-09-30,9.17,CHIRPS,0.3311,SMAP_L4,24.30,MODIS_MOD11A1,0.6248,0,S2_median_10d
balaghat,2025-10-01,15.47,CHIRPS,0.3496,SMAP_L4,,,0.6248,0,S2_median_10d
balaghat,2025-10-02,47.22,CHIRPS,0.3579,SMAP_L4,,,0.6248,0,S2_median_10d
balaghat,2025-10-03,15.47,CHIRPS,0.3459,SMAP_L4,,,0.6248,0,S2_median_10d
balaghat,2025-10-04,0.00,CHIRPS,0.3279,SMAP_L4,,,0.6248,0,S2_median_10d
balaghat,2025-10-05,36.38,CHIRPS,0.3557,SMAP_L4,,,0.6248,0,S2_median_10d
balaghat,2025-10-06,1.23,CHIRPS,0.3563,SMAP_L4,,,0.6248,0,S2_median_10d
balaghat,2025-10-07,1.14,CHIRPS,0.3364,SMAP_L4,25.08,MODIS_MOD11A1,0.6248,0,S2_median_10d
balaghat,2025-10-08,0.58,CHIRPS,0.3107,SMAP_L4,,,0.7102,0,S2_median_10d
balaghat,2025-10-09,0.51,CHIRPS,0.2940,SMAP_L4,27.19,MODIS_MOD11A1,0.7102,0,S2_median_10d
balaghat,2025-10-10,0.40,CHIRPS,0.2971,SMAP_L4,,,0.7102,0,S2_median_10d
balaghat,2025-10-11,0.00,CHIRPS,0.3033,SMAP_L4,,,0.7102,0,S2_median_10d
balaghat,2025-10-12,0.00,CHIRPS,0.2972,SMAP_L4,,,0.7102,0,S2_median_10d
balaghat,2025-10-13,0.00,CHIRPS,0.2949,SMAP_L4,,,0.7102,0,S2_median_10d
balaghat,2025-10-14,0.00,CHIRPS,0.2846,SMAP_L4,26.21,MODIS_MOD11A1,0.7102,0,S2_median_10d
balaghat,2025-10-15,0.00,CHIRPS,0.2825,SMAP_L4,25.64,MODIS_MOD11A1,0.7102,0,S2_median_10d
balaghat,2025-10-16,0.00,CHIRPS,0.2750,SMAP_L4,,,0.7102,0,S2_median_10d
balaghat,2025-10-17,0.00,CHIRPS,0.2627,SMAP_L4,26.10,MODIS_MOD11A1,0.7102,0,S2_median_10d
balaghat,2025-10-18,0.00,CHIRPS,0.2628,SMAP_L4,,,0.6868,0,S2_median_10d
balaghat,2025-10-19,0.00,CHIRPS,0.2606,SMAP_L4,25.13,MODIS_MOD11A1,0.6868,0,S2_median_10d
balaghat,2025-10-20,0.00,CHIRPS,0.2481,SMAP_L4,,,0.6868,0,S2_median_10d
balaghat,2025-10-21,0.00,CHIRPS,0.2508,SMAP_L4,25.20,MODIS_MOD11A1,0.6868,0,S2_median_10d
balaghat,2025-10-22,0.00,CHIRPS,0.2418,SMAP_L4,26.54,MODIS_MOD11A1,0.6868,0,S2_median_10d
balaghat,2025-10-23,0.00,CHIRPS,0.2406,SMAP_L4,,,0.6868,0,S2_median_10d
balaghat,2025-10-24,0.00,CHIRPS,0.2273,SMAP_L4,26.45,MODIS_MOD11A1,0.6868,0,S2_median_10d
balaghat,2025-10-25,0.00,CHIRPS,0.2783,SMAP_L4,,,0.6868,0,S2_median_10d
balaghat,2025-10-26,0.26,CHIRPS,0.3069,SMAP_L4,,,0.6868,0,S2_median_10d
balaghat,2025-10-27,0.00,CHIRPS,0.2831,SMAP_L4,,,0.6868,0,S2_median_10d
balaghat,2025-10-28,0.00,CHIRPS,0.2748,SMAP_L4,,,0.6597,0,S2_median_10d
balaghat,2025-10-29,7.42,CHIRPS,0.2727,SMAP_L4,,,0.6597,0,S2_median_10d
balaghat,2025-10-30,0.00,CHIRPS,0.3083,SMAP_L4,,,0.6597,0,S2_median_10d
balaghat,2025-10-31,0.00,CHIRPS,0.2918,SMAP_L4,,,0.6597,0,S2_median_10d
balaghat,2025-11-01,0.00,CHIRPS,0.2817,SMAP_L4,24.43,MODIS_MOD11A1,0.6597,0,S2_median_10d
balaghat,2025-11-02,0.00,CHIRPS,0.2715,SMAP_L4,,,0.6597,0,S2_median_10d
balaghat,2025-11-03,0.00,CHIRPS,0.2634,SMAP_L4,,,0.6597,0,S2_median_10d
balaghat,2025-11-04,0.00,CHIRPS,0.2562,SMAP_L4,22.67,MODIS_MOD11A1,0.6597,0,S2_median_10d
balaghat,2025-11-05,0.00,CHIRPS,0.2597,SMAP_L4,24.22,MODIS_MOD11A1,0.6597,0,S2_median_10d
balaghat,2025-11-06,0.00,CHIRPS,0.2499,SMAP_L4,25.13,MODIS_MOD11A1,0.6597,0,S2_median_10d
balaghat,2025-11-07,0.00,CHIRPS,0.2462,SMAP_L4,,,0.7047,0,S2_median_10d
balaghat,2025-11-08,0.00,CHIRPS,0.2356,SMAP_L4,22.82,MODIS_MOD11A1,0.7047,0,S2_median_10d
balaghat,2025-11-09,0.00,CHIRPS,0.2276,SMAP_L4,21.98,MODIS_MOD11A1,0.7047,0,S2_median_10d
balaghat,2025-11-10,0.00,CHIRPS,0.2205,SMAP_L4,21.42,MODIS_MOD11A1,0.7047,0,S2_median_10d
balaghat,2025-11-11,0.00,CHIRPS,0.2189,SMAP_L4,21.93,MODIS_MOD11A1,0.7047,0,S2_median_10d
balaghat,2025-11-12,0.00,CHIRPS,0.2139,SMAP_L4,,,0.7047,0,S2_median_10d
balaghat,2025-11-13,0.00,CHIRPS,0.2032,SMAP_L4,21.26,MODIS_MOD11A1,0.7047,0,S2_median_10d
balaghat,2025-11-14,0.00,CHIRPS,0.2011,SMAP_L4,22.21,MODIS_MOD11A1,0.7047,0,S2_median_10d
balaghat,2025-11-15,0.00,CHIRPS,0.2023,SMAP_L4,20.67,MODIS_MOD11A1,0.7047,0,S2_median_10d
balaghat,2025-11-16,0.00,CHIRPS,0.1858,SMAP_L4,20.82,MODIS_MOD11A1,0.7047,0,S2_median_10d
balaghat,2025-11-17,0.00,CHIRPS,0.1840,SMAP_L4,,,0.6586,0,S2_median_10d
balaghat,2025-11-18,0.00,CHIRPS,0.1821,SMAP_L4,20.32,MODIS_MOD11A1,0.6586,0,S2_median_10d
balaghat,2025-11-19,0.00,CHIRPS,0.1849,SMAP_L4,21.11,MODIS_MOD11A1,0.6586,0,S2_median_10d
balaghat,2025-11-20,0.00,CHIRPS,0.1864,SMAP_L4,21.13,MODIS_MOD11A1,0.6586,0,S2_median_10d
balaghat,2025-11-21,1.05,CHIRPS,0.1742,SMAP_L4,22.77,MODIS_MOD11A1,0.6586,0,S2_median_10d
balaghat,2025-11-22,2.31,CHIRPS,0.1693,SMAP_L4,,,0.6586,0,S2_median_10d
balaghat,2025-11-23,0.20,CHIRPS,0.1661,SMAP_L4,22.21,MODIS_MOD11A1,0.6586,0,S2_median_10d
balaghat,2025-11-24,1.06,CHIRPS,0.1651,SMAP_L4,,,0.6586,0,S2_median_10d
balaghat,2025-11-25,0.02,CHIRPS,0.1582,SMAP_L4,,,0.6586,0,S2_median_10d
balaghat,2025-11-26,2.75,CHIRPS,0.1467,SMAP_L4,,,0.6586,0,S2_median_10d
balaghat,2025-11-27,0.00,CHIRPS,0.1472,SMAP_L4,,,0.6641,0,S2_median_10d
balaghat,2025-11-28,0.00,CHIRPS,0.1486,SMAP_L4,20.03,MODIS_MOD11A1,0.6641,0,S2_median_10d
balaghat,2025-11-29,1.46,CHIRPS,0.1455,SMAP_L4,20.82,MODIS_MOD11A1,0.6641,0,S2_median_10d
balaghat,2025-11-30,0.00,CHIRPS,0.1444,SMAP_L4,19.83,MODIS_MOD11A1,0.6641,0,S2_median_10d
balaghat,2025-12-01,0.00,CHIRPS,0.1388,SMAP_L4,20.94,MODIS_MOD11A1,0.6641,0,S2_median_10d
balaghat,2025-12-02,0.00,CHIRPS,0.1460,SMAP_L4,,,0.6641,0,S2_median_10d
balaghat,2025-12-03,0.00,CHIRPS,0.1340,SMAP_L4,20.03,MODIS_MOD11A1,0.6641,0,S2_median_10d
balaghat,2025-12-04,0.00,CHIRPS,0.1151,SMAP_L4,21.63,MODIS_MOD11A1,0.6641,0,S2_median_10d
balaghat,2025-12-05,2.15,CHIRPS,0.1186,SMAP_L4,19.23,MODIS_MOD11A1,0.6641,0,S2_median_10d
balaghat,2025-12-06,0.00,CHIRPS,0.1203,SMAP_L4,14.83,MODIS_MOD11A1,0.6641,0,S2_median_10d
balaghat,2025-12-07,1.09,CHIRPS,0.1179,SMAP_L4,,,0.6867,0,S2_median_10d
balaghat,2025-12-08,0.00,CHIRPS,0.1158,SMAP_L4,20.35,MODIS_MOD11A1,0.6867,0,S2_median_10d
balaghat,2025-12-09,0.74,CHIRPS,0.1095,SMAP_L4,,,0.6867,0,S2_median_10d
balaghat,2025-12-10,0.00,CHIRPS,0.1080,SMAP_L4,19.76,MODIS_MOD11A1,0.6867,0,S2_median_10d
balaghat,2025-12-11,0.00,CHIRPS,0.1060,SMAP_L4,20.51,MODIS_MOD11A1,0.6867,0,S2_median_10d
balaghat,2025-12-12,0.00,CHIRPS,0.0997,SMAP_L4,,,0.6867,0,S2_median_10d
balaghat,2025-12-13,0.00,CHIRPS,0.1053,SMAP_L4,19.83,MODIS_MOD11A1,0.6867,0,S2_median_10d
balaghat,2025-12-14,0.00,CHIRPS,0.1060,SMAP_L4,20.74,MODIS_MOD11A1,0.6867,0,S2_median_10d
balaghat,2025-12-15,0.00,CHIRPS,0.1035,SMAP_L4,18.07,MODIS_MOD11A1,0.6867,0,S2_median_10d
balaghat,2025-12-16,0.00,CHIRPS,0.1028,SMAP_L4,19.75,MODIS_MOD11A1,0.6867,0,S2_median_10d
balaghat,2025-12-17,0.00,CHIRPS,0.1013,SMAP_L4,,,0.6623,0,S2_median_10d
balaghat,2025-12-18,0.00,CHIRPS,0.0997,SMAP_L4,19.95,MODIS_MOD11A1,0.6623,0,S2_median_10d
balaghat,2025-12-19,0.00,CHIRPS,0.0920,SMAP_L4,19.08,MODIS_MOD11A1,0.6623,0,S2_median_10d
balaghat,2025-12-20,0.00,CHIRPS,0.0831,SMAP_L4,17.64,MODIS_MOD11A1,0.6623,0,S2_median_10d
balaghat,2025-12-21,0.27,CHIRPS,0.0889,SMAP_L4,15.30,MODIS_MOD11A1,0.6623,0,S2_median_10d
balaghat,2025-12-22,0.00,CHIRPS,0.0948,SMAP_L4,,,0.6623,0,S2_median_10d
balaghat,2025-12-23,0.00,CHIRPS,0.0922,SMAP_L4,18.77,MODIS_MOD11A1,0.6623,0,S2_median_10d
balaghat,2025-12-24,0.00,CHIRPS,0.0901,SMAP_L4,20.92,MODIS_MOD11A1,0.6623,0,S2_median_10d
balaghat,2025-12-25,0.00,CHIRPS,0.0885,SMAP_L4,19.19,MODIS_MOD11A1,0.6623,0,S2_median_10d
balaghat,2025-12-26,0.00,CHIRPS,0.0832,SMAP_L4,19.63,MODIS_MOD11A1,0.6623,0,S2_median_10d
balaghat,2025-12-27,0.00,CHIRPS,0.0802,SMAP_L4,,,0.6021,0,S2_median_10d
balaghat,2025-12-28,0.00,CHIRPS,0.0707,SMAP_L4,18.01,MODIS_MOD11A1,0.6021,0,S2_median_10d
balaghat,2025-12-29,0.27,CHIRPS,0.0783,SMAP_L4,,,0.6021,0,S2_median_10d
balaghat,2025-12-30,0.00,CHIRPS,0.0847,SMAP_L4,18.22,MODIS_MOD11A1,0.6021,0,S2_median_10d
balaghat,2025-12-31,0.00,CHIRPS,0.0812,SMAP_L4,,,0.6021,0,S2_median_10d
balaghat,2026-01-01,0.00,CHIRPS,0.0870,SMAP_L4,,,0.6021,0,S2_median_10d
balaghat,2026-01-02,0.17,CHIRPS,0.0773,SMAP_L4,,,0.6021,0,S2_median_10d
balaghat,2026-01-03,1.97,CHIRPS,0.0752,SMAP_L4,,,0.6021,0,S2_median_10d
balaghat,2026-01-04,0.00,CHIRPS,0.0820,SMAP_L4,,,0.6021,0,S2_median_10d
balaghat,2026-01-05,0.00,CHIRPS,0.0749,SMAP_L4,18.08,MODIS_MOD11A1,0.6021,0,S2_median_10d
balaghat,2026-01-06,0.00,CHIRPS,0.0746,SMAP_L4,,,0.6212,0,S2_median_10d
balaghat,2026-01-07,5.38,CHIRPS,0.0771,SMAP_L4,18.58,MODIS_MOD11A1,0.6212,0,S2_median_10d
balaghat,2026-01-08,0.00,CHIRPS,0.0706,SMAP_L4,19.96,MODIS_MOD11A1,0.6212,0,S2_median_10d
balaghat,2026-01-09,0.00,CHIRPS,0.0686,SMAP_L4,17.75,MODIS_MOD11A1,0.6212,0,S2_median_10d
balaghat,2026-01-10,0.00,CHIRPS,0.0657,SMAP_L4,19.19,MODIS_MOD11A1,0.6212,0,S2_median_10d
balaghat,2026-01-11,4.03,CHIRPS,0.0640,SMAP_L4,,,0.6212,0,S2_median_10d
balaghat,2026-01-12,0.00,CHIRPS,0.0625,SMAP_L4,19.18,MODIS_MOD11A1,0.6212,0,S2_median_10d
balaghat,2026-01-13,0.00,CHIRPS,0.0601,SMAP_L4,20.28,MODIS_MOD11A1,0.6212,0,S2_median_10d
balaghat,2026-01-14,0.00,CHIRPS,0.0697,SMAP_L4,18.76,MODIS_MOD11A1,0.6212,0,S2_median_10d
balaghat,2026-01-15,0.00,CHIRPS,0.0735,SMAP_L4,20.32,MODIS_MOD11A1,0.6212,0,S2_median_10d
balaghat,2026-01-16,0.00,CHIRPS,0.0654,SMAP_L4,,,0.5882,0,S2_median_10d
balaghat,2026-01-17,2.64,CHIRPS,0.0649,SMAP_L4,19.96,MODIS_MOD11A1,0.5882,0,S2_median_10d
balaghat,2026-01-18,0.00,CHIRPS,0.0624,SMAP_L4,23.11,MODIS_MOD11A1,0.5882,0,S2_median_10d
balaghat,2026-01-19,0.00,CHIRPS,0.0605,SMAP_L4,,,0.5882,0,S2_median_10d
balaghat,2026-01-20,0.00,CHIRPS,0.0596,SMAP_L4,,,0.5882,0,S2_median_10d
balaghat,2026-01-21,0.00,CHIRPS,0.0543,SMAP_L4,,,0.5882,0,S2_median_10d
balaghat,2026-01-22,0.00,CHIRPS,0.0567,SMAP_L4,20.47,MODIS_MOD11A1,0.5882,0,S2_median_10d
balaghat,2026-01-23,0.00,CHIRPS,0.0607,SMAP_L4,,,0.5882,0,S2_median_10d
balaghat,2026-01-24,0.00,CHIRPS,0.0548,SMAP_L4,,,0.5882,0,S2_median_10d
balaghat,2026-01-25,0.00,CHIRPS,0.0592,SMAP_L4,20.36,MODIS_MOD11A1,0.5882,0,S2_median_10d
balaghat,2026-01-26,0.00,CHIRPS,0.0598,SMAP_L4,,,0.5657,0,S2_median_10d
balaghat,2026-01-27,0.00,CHIRPS,0.0597,SMAP_L4,21.25,MODIS_MOD11A1,0.5657,0,S2_median_10d
balaghat,2026-01-28,5.07,CHIRPS,0.0593,SMAP_L4,,,0.5657,0,S2_median_10d
balaghat,2026-01-29,0.00,CHIRPS,0.0499,SMAP_L4,,,0.5657,0,S2_median_10d
balaghat,2026-01-30,0.00,CHIRPS,0.0572,SMAP_L4,,,0.5657,0,S2_median_10d
balaghat,2026-01-31,0.00,CHIRPS,0.0612,SMAP_L4,,,0.5657,0,S2_median_10d
balaghat,2026-02-01,0.00,CHIRPS,0.0563,SMAP_L4,,,0.5657,0,S2_median_10d
balaghat,2026-02-02,0.00,CHIRPS,0.0595,SMAP_L4,22.27,MODIS_MOD11A1,0.5657,0,S2_median_10d
balaghat,2026-02-03,0.00,CHIRPS,0.0565,SMAP_L4,,,0.5657,0,S2_median_10d
balaghat,2026-02-04,0.00,CHIRPS,0.0530,SMAP_L4,,,0.5657,0,S2_median_10d
balaghat,2026-02-05,0.00,CHIRPS,0.0526,SMAP_L4,,,0.5156,0,S2_median_10d
balaghat,2026-02-06,0.00,CHIRPS,0.0490,SMAP_L4,21.69,MODIS_MOD11A1,0.5156,0,S2_median_10d
balaghat,2026-02-07,0.00,CHIRPS,0.0488,SMAP_L4,23.16,MODIS_MOD11A1,0.5156,0,S2_median_10d
balaghat,2026-02-08,0.00,CHIRPS,0.0496,SMAP_L4,21.28,MODIS_MOD11A1,0.5156,0,S2_median_10d
balaghat,2026-02-09,0.00,CHIRPS,0.0495,SMAP_L4,22.95,MODIS_MOD11A1,0.5156,0,S2_median_10d
balaghat,2026-02-10,0.00,CHIRPS,0.0534,SMAP_L4,,,0.5156,0,S2_median_10d
balaghat,2026-02-11,0.00,CHIRPS,0.0485,SMAP_L4,22.85,MODIS_MOD11A1,0.5156,0,S2_median_10d
balaghat,2026-02-12,0.00,CHIRPS,0.0495,SMAP_L4,23.33,MODIS_MOD11A1,0.5156,0,S2_median_10d
balaghat,2026-02-13,0.00,CHIRPS,0.0511,SMAP_L4,,,0.5156,0,S2_median_10d
balaghat,2026-02-14,0.00,CHIRPS,0.0541,SMAP_L4,23.65,MODIS_MOD11A1,0.5156,0,S2_median_10d
balaghat,2026-02-15,0.00,CHIRPS,0.0553,SMAP_L4,,,0.5008,0,S2_median_10d
balaghat,2026-02-16,0.00,CHIRPS,0.0545,SMAP_L4,23.90,MODIS_MOD11A1,0.5008,0,S2_median_10d
balaghat,2026-02-17,0.00,CHIRPS,0.0499,SMAP_L4,25.14,MODIS_MOD11A1,0.5008,0,S2_median_10d
balaghat,2026-02-18,0.00,CHIRPS,0.0603,SMAP_L4,23.69,MODIS_MOD11A1,0.5008,0,S2_median_10d
balaghat,2026-02-19,0.00,CHIRPS,0.0603,SMAP_L4,23.50,MODIS_MOD11A1,0.5008,0,S2_median_10d
balaghat,2026-02-20,0.00,CHIRPS,0.0492,SMAP_L4,,,0.5008,0,S2_median_10d
balaghat,2026-02-21,0.10,CHIRPS,0.0494,SMAP_L4,23.26,MODIS_MOD11A1,0.5008,0,S2_median_10d
balaghat,2026-02-22,0.00,CHIRPS,0.0517,SMAP_L4,,,0.5008,0,S2_median_10d
balaghat,2026-02-23,15.46,CHIRPS,0.0553,SMAP_L4,,,0.5008,0,S2_median_10d
balaghat,2026-02-24,0.00,CHIRPS,0.0587,SMAP_L4,25.63,MODIS_MOD11A1,0.5008,0,S2_median_10d
balaghat,2026-02-25,0.00,CHIRPS,0.0620,SMAP_L4,,,0.5133,0,S2_median_10d
balaghat,2026-02-26,0.00,CHIRPS,0.0652,SMAP_L4,24.87,MODIS_MOD11A1,0.5133,0,S2_median_10d
balaghat,2026-02-27,0.00,CHIRPS,0.0701,SMAP_L4,25.76,MODIS_MOD11A1,0.5133,0,S2_median_10d
balaghat,2026-02-28,0.00,CHIRPS,0.0645,SMAP_L4,25.48,MODIS_MOD11A1,0.5133,0,S2_median_10d
balaghat,2026-03-01,0.00,CHIRPS,0.0536,SMAP_L4,27.11,MODIS_MOD11A1,0.5133,0,S2_median_10d
balaghat,2026-03-02,0.00,CHIRPS,0.0451,SMAP_L4,25.91,MODIS_MOD11A1,0.5133,0,S2_median_10d
balaghat,2026-03-03,0.00,CHIRPS,0.0536,SMAP_L4,27.81,MODIS_MOD11A1,0.5133,0,S2_median_10d
balaghat,2026-03-04,0.00,CHIRPS,0.0565,SMAP_L4,29.40,MODIS_MOD11A1,0.5133,0,S2_median_10d
balaghat,2026-03-05,0.04,CHIRPS,0.0457,SMAP_L4,28.35,MODIS_MOD11A1,0.5133,0,S2_median_10d
balaghat,2026-03-06,0.00,CHIRPS,0.0454,SMAP_L4,29.45,MODIS_MOD11A1,0.5133,0,S2_median_10d
balaghat,2026-03-07,0.00,CHIRPS,0.0489,SMAP_L4,27.54,MODIS_MOD11A1,0.4556,0,S2_median_10d
balaghat,2026-03-08,0.00,CHIRPS,0.0490,SMAP_L4,29.17,MODIS_MOD11A1,0.4556,0,S2_median_10d
balaghat,2026-03-09,0.00,CHIRPS,0.0450,SMAP_L4,31.94,MODIS_MOD11A1,0.4556,0,S2_median_10d
balaghat,2026-03-10,0.00,CHIRPS,0.0402,SMAP_L4,29.56,MODIS_MOD11A1,0.4556,0,S2_median_10d
balaghat,2026-03-11,0.00,CHIRPS,0.0458,SMAP_L4,31.25,MODIS_MOD11A1,0.4556,0,S2_median_10d
balaghat,2026-03-12,0.00,CHIRPS,0.0498,SMAP_L4,28.82,MODIS_MOD11A1,0.4556,0,S2_median_10d
balaghat,2026-03-13,0.00,CHIRPS,0.0440,SMAP_L4,31.76,MODIS_MOD11A1,0.4556,0,S2_median_10d
balaghat,2026-03-14,0.37,CHIRPS,0.0463,SMAP_L4,29.41,MODIS_MOD11A1,0.4556,0,S2_median_10d
balaghat,2026-03-15,0.00,CHIRPS,0.0474,SMAP_L4,27.24,MODIS_MOD11A1,0.4556,0,S2_median_10d
balaghat,2026-03-16,1.78,CHIRPS,0.0526,SMAP_L4,28.04,MODIS_MOD11A1,0.4556,0,S2_median_10d
balaghat,2026-03-17,16.59,CHIRPS,0.0929,SMAP_L4,,,0.4145,0,S2_median_10d
balaghat,2026-03-18,2.37,CHIRPS,0.1611,SMAP_L4,,,0.4145,0,S2_median_10d
balaghat,2026-03-19,2.27,CHIRPS,0.1368,SMAP_L4,,,0.4145,0,S2_median_10d
balaghat,2026-03-20,1.14,CHIRPS,0.1125,SMAP_L4,,,0.4145,0,S2_median_10d
balaghat,2026-03-21,0.00,CHIRPS,0.0892,SMAP_L4,28.16,MODIS_MOD11A1,0.4145,0,S2_median_10d
balaghat,2026-03-22,0.00,CHIRPS,0.0748,SMAP_L4,27.16,MODIS_MOD11A1,0.4145,0,S2_median_10d
balaghat,2026-03-23,0.00,CHIRPS,0.0570,SMAP_L4,30.76,MODIS_MOD11A1,0.4145,0,S2_median_10d
balaghat,2026-03-24,0.29,CHIRPS,0.0519,SMAP_L4,29.23,MODIS_MOD11A1,0.4145,0,S2_median_10d
balaghat,2026-03-25,0.00,CHIRPS,0.0481,SMAP_L4,29.81,MODIS_MOD11A1,0.4145,0,S2_median_10d
balaghat,2026-03-26,0.14,CHIRPS,0.0470,SMAP_L4,32.94,MODIS_MOD11A1,0.4145,0,S2_median_10d
balaghat,2026-03-27,0.00,CHIRPS,0.0500,SMAP_L4,,,0.4169,0,S2_median_10d
balaghat,2026-03-28,0.35,CHIRPS,0.0494,SMAP_L4,33.24,MODIS_MOD11A1,0.4169,0,S2_median_10d
balaghat,2026-03-29,0.00,CHIRPS,0.0471,SMAP_L4,32.25,MODIS_MOD11A1,0.4169,0,S2_median_10d
balaghat,2026-03-30,0.00,CHIRPS,0.0685,SMAP_L4,32.82,MODIS_MOD11A1,0.4169,0,S2_median_10d
balaghat,2026-03-31,0.00,CHIRPS,0.0896,SMAP_L4,,,0.4169,0,S2_median_10d
balaghat,2026-04-01,25.19,CHIRPS,0.0831,SMAP_L4,30.38,MODIS_MOD11A1,0.4169,0,S2_median_10d
balaghat,2026-04-02,0.00,CHIRPS,0.0872,SMAP_L4,,,0.4169,0,S2_median_10d
balaghat,2026-04-03,6.56,CHIRPS,0.0894,SMAP_L4,31.63,MODIS_MOD11A1,0.4169,0,S2_median_10d
balaghat,2026-04-04,0.00,CHIRPS,0.0880,SMAP_L4,,,0.4169,0,S2_median_10d
balaghat,2026-04-05,0.00,CHIRPS,0.0719,SMAP_L4,,,0.4169,0,S2_median_10d
balaghat,2026-04-06,0.00,CHIRPS,0.0635,SMAP_L4,31.02,MODIS_MOD11A1,0.3977,0,S2_median_10d
balaghat,2026-04-07,0.00,CHIRPS,0.0555,SMAP_L4,33.43,MODIS_MOD11A1,0.3977,0,S2_median_10d
balaghat,2026-04-08,0.00,CHIRPS,0.0581,SMAP_L4,29.75,MODIS_MOD11A1,0.3977,0,S2_median_10d
balaghat,2026-04-09,0.00,CHIRPS,0.0587,SMAP_L4,31.74,MODIS_MOD11A1,0.3977,0,S2_median_10d
balaghat,2026-04-10,0.00,CHIRPS,0.0514,SMAP_L4,33.58,MODIS_MOD11A1,0.3977,0,S2_median_10d
balaghat,2026-04-11,0.00,CHIRPS,0.0395,SMAP_L4,31.36,MODIS_MOD11A1,0.3977,0,S2_median_10d
balaghat,2026-04-12,0.00,CHIRPS,0.0403,SMAP_L4,35.47,MODIS_MOD11A1,0.3977,0,S2_median_10d
balaghat,2026-04-13,0.00,CHIRPS,0.0431,SMAP_L4,34.13,MODIS_MOD11A1,0.3977,0,S2_median_10d
balaghat,2026-04-14,0.00,CHIRPS,0.0472,SMAP_L4,35.38,MODIS_MOD11A1,0.3977,0,S2_median_10d
balaghat,2026-04-15,0.00,CHIRPS,0.0426,SMAP_L4,35.71,MODIS_MOD11A1,0.3977,0,S2_median_10d
balaghat,2026-04-16,0.00,CHIRPS,0.0455,SMAP_L4,,,0.3828,0,S2_median_10d
balaghat,2026-04-17,0.00,CHIRPS,0.0442,SMAP_L4,36.76,MODIS_MOD11A1,0.3828,0,S2_median_10d
balaghat,2026-04-18,0.00,CHIRPS,0.0427,SMAP_L4,,,0.3828,0,S2_median_10d
